year,sex,profession,income,net_worth
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,X,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,X,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,X,child,0.00,10000.00
39,X,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,X,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,M,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
39,F,child,0.00,10000.00
40,M,unemployed,-96.61,-5612.47
40,M,retired,268.37,8724.64
40,F,civil servant,6167.77,50588.05
40,F,fisher,5625.04,39474.56
40,M,retired,951.86,28932.39
40,M,craftsman,5164.22,45305.30
40,M,fisher,7555.33,66644.67
40,M,unemployed,-337.08,-14555.29
40,F,fisher,7583.41,61783.06
40,M,farmer,3526.39,37056.66
40,M,craftsman,7161.83,79917.65
40,F,farmer,2195.02,19334.35
40,F,homemaker,-92.12,-5622.94
40,M,retired,4742.80,138602.20
40,F,fisher,5623.15,4092.62
40,M,retired,3044.59,80945.13
40,M,craftsman,6694.99,67407.11
40,F,fisher,4311.34,28450.70
40,F,fisher,5299.49,40794.15
40,F,service provider,7055.78,71203.41
40,X,homemaker,-380.64,-15390.18
40,F,civil servant,7679.76,78953.37
40,F,service provider,7059.42,67966.21
40,M,homemaker,-204.92,-10261.13
40,M,unemployed,-100.26,-5637.22
40,M,craftsman,8047.99,90241.85
40,M,retired,1140.87,36844.51
40,M,homemaker,-142.61,-7925.00
40,M,craftsman,5625.65,51826.79
40,M,farmer,2355.26,21307.47
40,M,civil servant,10880.55,120517.26
40,X,retired,-510.17,-17599.76
40,F,farmer,3639.10,37084.34
40,F,retired,1374.28,42251.73
40,F,fisher,7535.02,63754.81
40,M,farmer,2221.35,20134.43
40,F,retired,-530.66,-17578.15
40,F,service provider,9006.15,79005.10
40,F,retired,1342.16,41147.29
40,M,retired,-508.16,-17459.32
40,M,retired,2124.43,69943.54
40,F,fisher,5150.78,-4180.51
40,F,farmer,2246.34,19427.89
40,M,farmer,2899.32,27602.71
40,X,retired,4535.16,139662.34
40,M,farmer,3611.02,37038.92
40,M,craftsman,4805.73,40901.93
40,F,service provider,7641.22,81298.13
40,F,civil servant,8470.50,88369.55
40,M,service provider,10032.94,121587.70
40,F,farmer,3052.52,29892.95
40,X,homemaker,-78.79,-4980.76
40,M,fisher,4857.80,34156.25
40,M,civil servant,6891.45,64939.03
40,F,farmer,2630.14,26872.38
40,M,fisher,7338.95,58998.25
40,M,retired,3623.61,110419.56
40,F,retired,2025.39,67616.42
40,F,farmer,3333.22,34088.90
40,M,homemaker,-437.18,-17857.39
40,F,farmer,2791.86,28606.60
40,F,craftsman,5763.12,54873.97
40,F,craftsman,6160.83,66612.94
40,F,civil servant,6725.31,67949.78
40,M,unemployed,-314.63,-13805.95
40,F,farmer,2846.85,26638.79
40,F,retired,1391.66,41641.83
40,F,fisher,7009.32,57054.36
40,F,craftsman,5221.55,51957.09
40,M,civil servant,7966.89,84957.56
40,F,craftsman,7099.38,73361.82
40,M,homemaker,-283.91,-13006.96
40,F,fisher,4455.50,27175.13
40,M,civil servant,9183.85,105067.40
40,F,craftsman,5911.74,57273.57
40,M,retired,4553.79,141881.56
40,M,retired,2300.37,73123.06
40,M,retired,3956.91,133717.72
40,X,fisher,5462.03,25336.20
40,F,homemaker,-131.01,-7145.42
40,M,retired,3879.07,128231.63
40,M,fisher,4711.62,32407.17
40,M,farmer,2022.97,17957.77
40,M,farmer,2460.85,22426.12
40,F,fisher,7153.23,58643.72
40,F,craftsman,5712.05,55004.69
40,F,homemaker,-364.65,-15375.42
40,M,retired,4464.81,136325.94
40,F,retired,3186.61,103857.82
40,F,civil servant,6851.98,6107.83
40,M,homemaker,-352.28,-14559.48
40,M,fisher,5516.79,25142.14
40,F,service provider,7475.03,78150.12
40,X,homemaker,-295.23,-13065.04
40,M,homemaker,-154.71,-7916.32
40,M,fisher,4507.82,27510.65
40,M,retired,2250.19,71857.88
40,M,craftsman,7392.30,85803.84
40,M,farmer,2781.06,27426.97
40,M,retired,1187.82,39281.96
40,X,retired,3863.12,128169.43
40,M,craftsman,4400.82,7121.09
40,F,farmer,2379.71,23112.61
40,M,fisher,6747.41,58212.08
40,M,retired,1321.85,39456.93
40,M,civil servant,9563.24,108851.06
40,X,farmer,2357.23,21498.72
40,X,craftsman,5500.73,49607.04
40,F,homemaker,-114.56,-6429.41
40,F,retired,1222.93,38363.71
40,M,homemaker,-460.90,-17873.31
40,M,craftsman,6882.21,79787.97
40,X,farmer,2243.93,17720.44
40,F,farmer,2939.13,29679.49
40,M,craftsman,4754.16,43156.55
40,F,fisher,5756.37,44086.86
40,M,craftsman,5585.18,50003.64
40,F,civil servant,10508.96,122187.64
40,F,craftsman,8568.25,93730.55
40,F,craftsman,8281.85,92584.26
40,M,homemaker,-438.28,-17824.19
40,F,retired,4348.96,134790.51
40,M,farmer,3328.60,32614.50
40,M,service provider,10175.15,117604.74
40,M,retired,3949.14,125545.59
40,M,retired,1054.17,36518.52
40,M,service provider,8249.74,85339.58
40,F,craftsman,7833.18,71056.47
40,M,fisher,5867.19,47207.04
40,F,retired,1133.21,38335.90
40,F,fisher,5054.79,36836.76
40,M,service provider,8735.66,96097.30
40,F,farmer,2475.94,23227.38
40,M,farmer,2352.11,20375.18
40,M,retired,4099.26,136372.20
40,F,craftsman,5320.42,37332.59
40,M,retired,1387.14,42616.47
40,F,homemaker,-446.78,-17869.91
40,M,craftsman,7105.90,77067.39
40,M,farmer,3549.18,37019.62
40,F,retired,4800.73,139900.70
40,F,homemaker,-449.26,-17887.85
40,M,retired,2864.42,99729.91
40,F,homemaker,-452.51,-17879.56
40,F,homemaker,-447.53,-17826.23
40,M,fisher,5656.02,40283.53
40,F,homemaker,-497.80,-17806.71
40,F,retired,-526.71,-17605.71
40,M,service provider,10237.28,115152.79
40,M,farmer,2487.57,24550.35
40,F,fisher,6193.15,51434.96
40,F,farmer,2020.25,17233.38
40,X,retired,1995.17,65459.25
40,F,retired,1403.74,42452.36
40,M,fisher,4591.26,30147.51
40,F,retired,2401.51,75019.88
40,M,retired,1338.95,44871.80
40,F,retired,2070.69,66575.02
40,F,fisher,5807.03,42058.09
40,M,retired,1342.97,40556.49
40,F,service provider,10107.12,119895.05
40,X,craftsman,7275.14,49517.81
40,M,homemaker,-463.33,-17837.01
40,F,unemployed,-118.54,-6436.67
40,F,craftsman,4918.96,47391.17
40,M,service provider,5959.67,12435.66
40,M,homemaker,-117.31,-6421.29
40,M,unemployed,-479.77,-17863.88
40,F,homemaker,-514.71,-17786.07
40,M,service provider,7680.12,75368.39
40,F,retired,2560.32,72347.47
40,F,fisher,5997.05,44344.71
40,F,service provider,6799.52,60988.34
40,M,retired,-545.85,-16952.91
40,F,fisher,6283.60,51731.44
40,M,farmer,2357.27,22207.35
40,F,retired,-521.48,-17606.07
40,F,civil servant,8676.97,100639.73
40,M,service provider,9071.78,101073.22
40,M,fisher,4385.83,27286.82
40,M,civil servant,7626.92,78264.22
40,M,retired,-535.62,-17577.39
40,F,farmer,3259.71,34686.29
40,F,retired,3071.70,101722.93
40,M,service provider,9308.24,100952.17
40,M,civil servant,8057.31,84662.47
40,M,retired,3892.31,127216.03
40,F,farmer,2708.61,27344.05
40,M,service provider,9986.89,110776.53
40,F,craftsman,7503.51,82614.77
40,M,retired,4511.75,137254.21
40,F,fisher,4947.82,31520.36
40,F,homemaker,-466.95,-17798.38
40,M,service provider,10028.61,88170.71
40,M,fisher,6949.37,60542.10
40,F,fisher,4871.95,34281.85
40,M,farmer,2074.02,-4463.59
40,M,farmer,2431.51,23561.45
40,F,farmer,2313.95,21606.38
40,M,retired,2355.60,72845.87
40,F,craftsman,7504.27,79936.27
40,X,retired,3620.04,111454.55
40,F,fisher,7168.93,47361.04
40,F,craftsman,5555.08,54727.55
40,F,service provider,7410.94,74147.93
40,M,service provider,10234.72,124094.33
40,F,fisher,4478.07,27371.38
40,F,homemaker,-212.56,-10222.19
40,M,civil servant,8977.69,96388.58
40,M,homemaker,-99.53,-5637.36
40,M,homemaker,-354.56,-15357.22
40,F,farmer,2145.09,18582.82
40,M,homemaker,-444.01,-17863.97
40,F,retired,1120.16,36034.84
40,F,civil servant,7697.41,74499.31
40,F,homemaker,-464.58,-17824.80
40,M,civil servant,6902.70,64476.95
40,M,homemaker,-220.30,-10974.22
40,F,retired,1100.47,37199.42
40,F,civil servant,7586.91,66849.26
40,M,retired,2991.47,99819.70
40,M,homemaker,-190.35,-9473.61
40,M,retired,1654.58,55010.46
40,F,homemaker,-116.78,-6429.01
40,M,farmer,3697.63,37446.79
40,M,retired,-517.45,-17612.29
40,M,civil servant,5378.94,45053.23
40,M,service provider,5368.47,45300.42
40,M,craftsman,4268.78,37157.24
40,F,farmer,1869.77,16045.20
40,F,homemaker,-65.83,-4286.36
40,M,craftsman,4295.88,37043.32
40,F,homemaker,-50.71,-3521.94
40,M,farmer,1772.58,15281.31
40,F,fisher,4291.23,24931.17
40,M,civil servant,5461.24,43190.25
40,F,homemaker,-36.76,-2801.60
40,F,craftsman,4157.08,33476.16
40,M,service provider,5021.46,41163.42
40,M,service provider,5220.33,38482.83
40,M,homemaker,-24.93,-2175.42
40,F,homemaker,-12.65,-1442.67
40,M,farmer,1644.70,13719.77
40,F,service provider,4871.30,36701.36
40,F,farmer,1646.68,13317.24
40,F,farmer,1568.82,13186.75
40,M,craftsman,3806.24,28584.23
40,X,craftsman,3567.88,27142.01
40,F,farmer,1414.53,4256.94
40,F,farmer,1604.70,13213.74
40,F,civil servant,4302.91,30671.19
40,M,unemployed,18.70,469.23
40,M,craftsman,3455.79,25775.29
40,M,service provider,4104.07,28832.46
40,F,craftsman,3496.37,24411.87
40,F,farmer,1523.75,12530.13
40,F,fisher,3278.47,18096.03
40,F,farmer,1493.58,12207.01
40,M,farmer,1425.19,12204.02
40,F,fisher,3146.81,17426.16
40,M,homemaker,35.88,1721.74
40,F,fisher,3064.90,16496.95
40,M,homemaker,47.01,2435.93
40,F,unemployed,45.30,2433.09
40,F,service provider,3818.93,25107.22
40,F,fisher,3050.39,15926.23
40,M,homemaker,53.31,3081.24
40,M,unemployed,50.15,3068.95
40,F,farmer,1294.93,11642.72
40,M,craftsman,2933.81,18854.52
40,M,service provider,3675.14,21740.73
40,M,service provider,3852.40,22088.77
40,F,fisher,3102.15,15542.80
40,X,fisher,2823.91,15426.68
40,M,craftsman,3001.13,19010.41
40,F,service provider,3650.23,20702.59
40,F,farmer,1216.43,11573.19
40,M,farmer,1298.99,11500.36
40,F,civil servant,3441.27,20644.98
40,M,craftsman,2891.28,17859.81
40,M,homemaker,64.83,4399.23
40,F,fisher,2655.22,13895.21
40,F,homemaker,73.64,5051.91
40,M,fisher,2729.31,13859.31
40,F,craftsman,2671.41,16725.67
40,X,homemaker,73.59,5066.05
40,F,farmer,1270.61,11239.39
40,F,service provider,3524.97,18874.36
40,M,civil servant,3472.51,19071.27
40,F,craftsman,2609.29,15573.31
40,M,farmer,1123.33,10841.00
40,F,fisher,2753.05,13475.82
40,X,homemaker,77.36,5682.40
40,M,homemaker,82.21,5693.22
40,F,fisher,2739.45,13451.64
40,F,unemployed,80.79,5690.80
40,M,service provider,3439.11,17564.80
40,F,craftsman,2829.86,15798.36
40,F,civil servant,3092.68,16542.67
40,M,unemployed,81.78,6384.32
40,M,civil servant,3316.78,16645.43
40,F,unemployed,88.51,6390.29
40,M,fisher,2560.71,12641.22
40,M,service provider,3057.98,16437.20
40,M,farmer,1109.08,10614.38
40,F,fisher,2502.04,12624.35
40,F,unemployed,84.90,7006.21
40,F,farmer,1147.76,10507.85
40,F,craftsman,2574.80,14052.51
40,M,craftsman,2557.48,13961.52
40,F,homemaker,87.05,7010.09
40,M,homemaker,91.46,7016.70
40,F,civil servant,3214.36,15326.89
40,M,craftsman,2414.11,13906.25
40,M,fisher,2386.68,12333.08
40,F,farmer,1067.73,10169.48
40,M,fisher,2266.93,12065.23
40,F,craftsman,2356.57,13168.56
40,M,homemaker,89.97,7630.10
40,M,service provider,2992.01,14181.52
40,F,service provider,3042.74,14294.75
40,M,homemaker,89.37,7636.36
40,F,service provider,3035.60,14258.23
40,M,homemaker,101.08,8354.26
40,F,craftsman,2347.66,12317.23
40,M,craftsman,2314.39,12344.74
40,M,homemaker,94.99,8350.80
40,M,homemaker,100.00,8354.67
40,M,service provider,2928.91,13240.96
40,F,homemaker,96.59,8348.24
40,M,homemaker,93.81,8351.65
40,M,unemployed,100.08,8916.22
40,M,homemaker,96.03,8911.30
40,M,craftsman,2127.45,11477.36
40,M,homemaker,100.34,8918.02
40,M,homemaker,97.44,8910.17
40,F,homemaker,94.88,8907.81
40,M,service provider,2836.71,12133.49
40,F,homemaker,98.65,8916.52
40,M,fisher,2092.78,10710.10
40,M,homemaker,102.20,9429.61
40,M,fisher,2198.84,10763.13
40,F,farmer,975.15,10151.28
40,M,homemaker,98.59,9426.00
40,F,service provider,2499.11,10913.26
40,M,fisher,2017.21,10672.31
40,M,service provider,2498.71,10913.06
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,X,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,X,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,X,child,0.00,10000.00
40,X,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,X,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
40,F,child,0.00,10000.00
40,M,child,0.00,10000.00
41,M,unemployed,-113.03,-6322.66
41,M,retired,276.28,8403.76
41,F,civil servant,6075.84,53327.38
41,F,fisher,3159.98,40755.97
41,M,retired,896.98,29082.30
41,M,craftsman,5295.83,47654.63
41,M,retired,1987.01,67339.60
41,M,unemployed,-374.33,-15526.78
41,F,fisher,4868.35,63918.66
41,M,retired,1164.70,37340.43
41,M,craftsman,7153.93,83196.04
41,F,farmer,1796.60,19934.07
41,F,homemaker,-111.29,-6331.39
41,M,retired,4629.29,140618.26
41,F,fisher,3015.13,5301.60
41,M,craftsman,6814.48,70515.77
41,F,fisher,2664.91,29484.57
41,F,fisher,3469.21,42230.18
41,F,service provider,7649.22,74729.44
41,X,homemaker,-413.74,-16401.08
41,F,civil servant,7672.88,82491.23
41,F,service provider,7316.93,71326.09
41,M,homemaker,-238.99,-11097.28
41,M,unemployed,-109.70,-6344.08
41,M,craftsman,7964.68,93925.61
41,M,retired,1090.80,37091.33
41,M,homemaker,-170.99,-8693.15
41,M,craftsman,5631.47,54343.94
41,M,farmer,1956.83,21987.31
41,M,civil servant,11280.30,125858.83
41,F,retired,1081.82,37326.67
41,F,retired,1398.72,42652.51
41,F,fisher,4665.56,65789.01
41,M,farmer,1878.57,20775.13
41,F,retired,-529.94,-18705.26
41,F,service provider,8504.23,82958.64
41,M,retired,-601.05,-18657.54
41,M,retired,2109.72,70699.82
41,F,fisher,2693.42,-3132.38
41,F,farmer,1792.70,20025.66
41,M,farmer,2395.05,28501.66
41,X,retired,4346.85,141537.19
41,M,retired,1057.63,37269.15
41,M,craftsman,4878.54,43042.62
41,F,service provider,7902.49,84950.79
41,F,civil servant,8388.77,92265.35
41,M,service provider,11063.52,126820.88
41,F,farmer,2583.93,30886.33
41,X,homemaker,-95.99,-5673.91
41,M,fisher,2825.72,35270.53
41,M,civil servant,6687.48,67984.19
41,F,farmer,2412.02,27779.81
41,M,fisher,4463.44,60931.39
41,M,retired,3773.97,112007.97
41,F,retired,2034.26,68334.97
41,F,farmer,2980.38,35280.51
41,M,homemaker,-459.52,-18914.08
41,F,farmer,2649.14,29632.59
41,F,craftsman,6005.76,57578.26
41,F,craftsman,6560.29,69594.50
41,F,civil servant,7421.54,71361.97
41,M,unemployed,-348.07,-14751.19
41,F,farmer,2479.08,27579.75
41,F,fisher,4497.64,59004.60
41,F,craftsman,5765.14,54541.08
41,M,civil servant,8406.66,88862.31
41,F,craftsman,7060.09,76593.28
41,M,homemaker,-326.95,-13931.08
41,F,fisher,2573.51,28163.30
41,M,civil servant,9824.65,109681.15
41,F,craftsman,6036.83,59993.40
41,M,retired,4698.62,143932.29
41,M,retired,2332.83,73990.89
41,M,retired,4430.30,135634.29
41,X,fisher,3202.53,26638.88
41,F,homemaker,-156.03,-7898.61
41,M,retired,3948.18,129907.14
41,M,fisher,2776.49,33496.84
41,M,farmer,1737.05,18527.71
41,M,farmer,2009.56,23132.32
41,F,fisher,4608.09,60649.18
41,F,craftsman,5988.84,57700.53
41,F,homemaker,-414.54,-16387.12
41,M,retired,4460.55,138257.63
41,F,retired,3166.98,105142.73
41,F,civil servant,6850.49,9234.49
41,M,homemaker,-380.98,-15537.62
41,M,fisher,3312.05,26499.58
41,F,service provider,7560.16,81631.62
41,X,homemaker,-306.77,-13968.98
41,M,homemaker,-176.62,-8690.10
41,M,fisher,2477.25,28450.69
41,M,retired,2321.39,72720.00
41,M,craftsman,7741.94,89376.23
41,M,farmer,2403.14,28329.96
41,M,retired,1294.75,39630.75
41,X,retired,3932.16,129836.93
41,M,craftsman,4661.33,9153.17
41,F,farmer,2091.42,23859.74
41,M,fisher,4303.81,60065.41
41,M,retired,1317.60,39817.15
41,M,civil servant,9714.40,113409.68
41,X,farmer,2008.69,22204.48
41,X,craftsman,5327.44,51972.18
41,F,homemaker,-131.54,-7158.12
41,M,homemaker,-528.21,-18998.69
41,M,craftsman,7520.95,83249.87
41,X,farmer,1803.17,18323.44
41,F,farmer,2624.75,30693.28
41,M,craftsman,5120.74,45418.34
41,F,fisher,3653.59,45615.07
41,M,craftsman,5441.52,52425.82
41,F,civil servant,10467.29,127122.70
41,F,craftsman,8060.37,97462.16
41,F,craftsman,8033.03,96302.20
41,M,homemaker,-471.51,-18892.87
41,F,retired,4426.22,136705.04
41,M,farmer,2896.57,33764.21
41,M,service provider,10776.73,122694.52
41,M,retired,3715.03,127104.53
41,M,retired,1174.03,36806.95
41,M,service provider,8475.22,89278.61
41,F,craftsman,8027.04,74771.41
41,M,fisher,3763.11,48790.01
41,F,retired,1272.22,38673.43
41,F,fisher,3005.97,38041.16
41,M,service provider,9411.30,100504.37
41,F,farmer,2083.64,23970.62
41,M,farmer,1950.56,21051.88
41,M,retired,4192.94,138170.09
41,F,craftsman,5274.55,39671.28
41,M,retired,1371.75,43003.76
41,F,homemaker,-469.70,-18936.78
41,M,craftsman,7550.19,80543.90
41,M,retired,1125.82,37283.95
41,F,homemaker,-505.15,-18990.17
41,M,retired,3229.30,101045.98
41,F,homemaker,-467.05,-18943.78
41,F,homemaker,-486.66,-18910.06
41,M,fisher,3200.26,41585.08
41,F,homemaker,-498.01,-18901.89
41,F,retired,-591.11,-18793.99
41,M,service provider,10386.43,120047.42
41,M,farmer,2232.58,25368.06
41,F,fisher,3982.49,53127.62
41,F,farmer,1763.87,17816.73
41,X,retired,2017.19,66169.27
41,F,retired,1485.39,42896.47
41,M,fisher,2644.65,31171.25
41,M,retired,1367.68,45257.05
41,F,fisher,3303.72,43411.37
41,F,service provider,10268.32,124730.63
41,X,retired,1423.92,49931.19
41,M,homemaker,-507.86,-18942.04
41,F,unemployed,-133.14,-7166.98
41,F,craftsman,5294.10,49739.64
41,M,service provider,5587.15,14930.66
41,M,homemaker,-135.49,-7153.95
41,M,unemployed,-510.14,-18971.19
41,F,retired,-516.28,-18899.52
41,M,service provider,8055.85,79097.73
41,F,fisher,3682.02,45887.14
41,F,service provider,6765.67,64072.60
41,F,fisher,4032.34,53449.02
41,M,farmer,2049.51,22933.52
